date,time,dest,src,rssi
03/10/2023,15:01:34.173460,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-50
03/10/2023,15:01:34.183693,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-48
03/10/2023,15:01:35.358447,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-60
03/10/2023,15:01:35.368854,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-59
03/10/2023,15:01:35.372211,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-59
03/10/2023,15:01:35.382314,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-59
03/10/2023,15:01:36.440304,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-59
03/10/2023,15:01:36.457352,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-58
03/10/2023,15:01:36.460916,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-60
03/10/2023,15:01:36.467598,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-59
03/10/2023,15:01:36.477933,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-59
03/10/2023,15:01:37.578006,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-61
03/10/2023,15:01:37.594911,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-59
03/10/2023,15:01:37.625021,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-57
03/10/2023,15:01:37.632031,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-58
03/10/2023,15:01:38.511732,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-48
03/10/2023,15:01:38.525705,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-51
03/10/2023,15:01:38.560047,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-49
03/10/2023,15:01:38.570441,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-50
03/10/2023,15:01:39.548189,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-56
03/10/2023,15:01:39.555519,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-53
